,activity,name,location,type,unit,code
6825,3777,"Cultivation of sugar cane, sugar beet",LT,process,ton,"LT-Cultivation of sugar cane, sugar beet"
6826,2844,Petroleum Refinery,IN,process,ton,IN-Petroleum Refinery
6827,3692,"Manufacture of fabricated metal products, except machinery and equipment",LV,process,ton,"LV-Manufacture of fabricated metal products, except machinery and equipment (28)"
6828,5721,Incineration of waste: Oil/Hazardous waste,SI,process,ton,SI-Incineration of waste: Oil/Hazardous waste
6829,4326,Chemicals nec,MX,process,ton,MX-Chemicals nec
6830,5179,Production of electricity by coal,RO,process,TJ,RO-Production of electricity by coal
6831,7170,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",WA,process,Meuro,"WA-Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
6832,451,Sea and coastal water transport,BE,process,Meuro,BE-Sea and coastal water transport
6833,4077,Incineration of waste: Plastic,LU,process,ton,LU-Incineration of waste: Plastic
6834,3389,Manufacture of gas;,IT,process,ton,IT-Manufacture of gas;
6835,2208,Re-processing of secondary aluminium into new aluminium,DE,process,ton,DE-Re-processing of secondary aluminium into new aluminium
6836,2154,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",DE,process,ton,"DE-Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
6837,5629,Paper,SI,process,ton,SI-Paper
6838,6619,Re-processing of secondary plastic into new plastic,TR,process,ton,TR-Re-processing of secondary plastic into new plastic
6839,1034,Re-processing of secondary wood material into new wood material,CN,process,ton,CN-Re-processing of secondary wood material into new wood material
6840,4254,Landfill of waste: Paper,MT,process,ton,MT-Landfill of waste: Paper
6841,3811,Processing of dairy products,LT,process,ton,LT-Processing of dairy products
6842,820,Cultivation of paddy rice,CA,process,ton,CA-Cultivation of paddy rice
6843,1868,Manufacture of glass and glass products,FI,process,ton,FI-Manufacture of glass and glass products
6844,3336,Petroleum Refinery,IT,process,ton,IT-Petroleum Refinery
6845,949,"Insurance and pension funding, except compulsory social security",CA,process,Meuro,"CA-Insurance and pension funding, except compulsory social security (66)"
6846,3216,Production of electricity by petroleum and other oil derivatives,IE,process,TJ,IE-Production of electricity by petroleum and other oil derivatives
6847,5894,Landfill of waste: Paper,ZA,process,ton,ZA-Landfill of waste: Paper
6848,4299,Processing of meat pigs,MX,process,ton,MX-Processing of meat pigs
6849,667,Meat animals nec,BG,process,ton,BG-Meat animals nec
6850,7381,Cultivation of wheat,WE,process,ton,WE-Cultivation of wheat
6851,2060,Manufacture of furniture; manufacturing n.e.c.,FR,process,ton,FR-Manufacture of furniture; manufacturing n.e.c. (36)
6852,1361,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",CZ,process,ton,"CZ-Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
6853,5579,"Cultivation of vegetables, fruit, nuts",SI,process,ton,"SI-Cultivation of vegetables, fruit, nuts"
6854,1852,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",FI,process,ton,"FI-Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
6855,494,Cultivation of cereal grains nec,BR,process,ton,BR-Cultivation of cereal grains nec
6856,1697,Processing of nuclear fuel,EE,process,TJ,EE-Processing of nuclear fuel
6857,5613,Production of meat products nec,SI,process,ton,SI-Production of meat products nec
6858,718,Chemicals nec,BG,process,ton,BG-Chemicals nec
6859,6248,"Manure treatment (biogas), storage and land application",SE,process,ton,"SE-Manure treatment (biogas), storage and land application"
6860,7120,"Manufacture of cement, lime and plaster",WA,process,ton,"WA-Manufacture of cement, lime and plaster"
6861,4001,Re-processing of secondary glass into new glass,LU,process,ton,LU-Re-processing of secondary glass into new glass
6862,2678,"Publishing, printing and reproduction of recorded media",HR,process,ton,"HR-Publishing, printing and reproduction of recorded media (22)"
6863,7015,Post and telecommunications,US,process,Meuro,US-Post and telecommunications (64)
6864,4926,Cultivation of plant-based fibers,PT,process,ton,PT-Cultivation of plant-based fibers
6865,5868,"Financial intermediation, except insurance and pension funding",ZA,process,Meuro,"ZA-Financial intermediation, except insurance and pension funding (65)"
6866,6178,Distribution of gaseous fuels through mains,ES,process,Meuro,ES-Distribution of gaseous fuels through mains
6867,4357,Recycling of waste and scrap,MX,process,Meuro,MX-Recycling of waste and scrap
6868,1335,Mining of uranium and thorium ores,CZ,process,ton,CZ-Mining of uranium and thorium ores (12)
6869,4283,Mining of coal and lignite; extraction of peat,MX,process,ton,MX-Mining of coal and lignite; extraction of peat (10)
6870,5573,Other service activities,SK,process,Meuro,SK-Other service activities (93)
6871,2112,Incineration of waste: Wood,FR,process,ton,FR-Incineration of waste: Wood
6872,3667,Re-processing of secondary plastic into new plastic,LV,process,ton,LV-Re-processing of secondary plastic into new plastic
6873,4260,"Recreational, cultural and sporting activities",MT,process,Meuro,"MT-Recreational, cultural and sporting activities (92)"
6874,6642,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,TR,process,ton,TR-Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
6875,1511,Processing of meat pigs,DK,process,ton,DK-Processing of meat pigs
6876,160,"Recreational, cultural and sporting activities",AU,process,Meuro,"AU-Recreational, cultural and sporting activities (92)"
6877,1971,"Cultivation of vegetables, fruit, nuts",FR,process,ton,"FR-Cultivation of vegetables, fruit, nuts"
6878,5808,"Manufacture of cement, lime and plaster",ZA,process,ton,"ZA-Manufacture of cement, lime and plaster"
6879,2068,Production of electricity by petroleum and other oil derivatives,FR,process,TJ,FR-Production of electricity by petroleum and other oil derivatives
6880,1033,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",CN,process,ton,"CN-Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
6881,204,Processed rice,AT,process,ton,AT-Processed rice
6882,4915,Activities of membership organisation n.e.c.,PL,process,Meuro,PL-Activities of membership organisation n.e.c. (91)
6883,6866,Incineration of waste: Metals and Inert materials,GB,process,ton,GB-Incineration of waste: Metals and Inert materials
6884,4406,Incineration of waste: Metals and Inert materials,MX,process,ton,MX-Incineration of waste: Metals and Inert materials
6885,6900,Animal products nec,US,process,ton,US-Animal products nec
6886,6072,Cultivation of oil seeds,ES,process,ton,ES-Cultivation of oil seeds
6887,1990,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",FR,process,ton,"FR-Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
6888,3325,Manufacture of tobacco products,IT,process,ton,IT-Manufacture of tobacco products (16)
6889,7555,Meat animals nec,WF,process,ton,WF-Meat animals nec
6890,3238,Transport via pipelines,IE,process,Meuro,IE-Transport via pipelines
6891,1165,"Forestry, logging and related service activities",CY,process,ton,"CY-Forestry, logging and related service activities (02)"
6892,5220,Public administration and defence; compulsory social security,RO,process,Meuro,RO-Public administration and defence; compulsory social security (75)
6893,6050,"Biogasification of food waste, incl. land application",KR,process,ton,"KR-Biogasification of food waste, incl. land application"
6894,4920,Cultivation of paddy rice,PT,process,ton,PT-Cultivation of paddy rice
6895,7331,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",WL,process,Meuro,"WL-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
6896,7490,Distribution of gaseous fuels through mains,WE,process,Meuro,WE-Distribution of gaseous fuels through mains
6897,7568,Mining of iron ores,WF,process,ton,WF-Mining of iron ores
6898,1079,Production of electricity by coal,CN,process,TJ,CN-Production of electricity by coal
6899,1284,Public administration and defence; compulsory social security,CY,process,Meuro,CY-Public administration and defence; compulsory social security (75)
6900,2404,Distribution and trade of electricity,GR,process,Meuro,GR-Distribution and trade of electricity
6901,6528,Renting of machinery and equipment without operator and of personal and household goods,CH,process,Meuro,CH-Renting of machinery and equipment without operator and of personal and household goods (71)
6902,2926,Health and social work,IN,process,Meuro,IN-Health and social work (85)
6903,1071,Manufacture of electrical machinery and apparatus n.e.c.,CN,process,ton,CN-Manufacture of electrical machinery and apparatus n.e.c. (31)
6904,6112,Manufacture of fish products,ES,process,ton,ES-Manufacture of fish products
6905,2272,Incineration of waste: Paper,DE,process,ton,DE-Incineration of waste: Paper
6906,2697,Precious metals production,HR,process,ton,HR-Precious metals production
6907,6351,Hotels and restaurants,SE,process,Meuro,SE-Hotels and restaurants (55)
6908,2331,Processing of meat pigs,GR,process,ton,GR-Processing of meat pigs
6909,3858,Manufacture of office machinery and computers,LT,process,ton,LT-Manufacture of office machinery and computers (30)
6910,879,Re-processing of secondary plastic into new plastic,CA,process,ton,CA-Re-processing of secondary plastic into new plastic
6911,846,Mining of nickel ores and concentrates,CA,process,ton,CA-Mining of nickel ores and concentrates
6912,66,Manufacture of ceramic goods,AU,process,ton,AU-Manufacture of ceramic goods
6913,7656,"Collection, purification and distribution of water",WF,process,Meuro,"WF-Collection, purification and distribution of water (41)"
6914,4449,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",NL,process,ton,"NL-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
6915,6862,Health and social work,GB,process,Meuro,GB-Health and social work (85)
6916,3559,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",JP,process,Meuro,"JP-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
6917,1431,Hotels and restaurants,CZ,process,Meuro,CZ-Hotels and restaurants (55)
6918,5126,Processing of Food products nec,RO,process,ton,RO-Processing of Food products nec
6919,4245,Incineration of waste: Oil/Hazardous waste,MT,process,ton,MT-Incineration of waste: Oil/Hazardous waste
6920,2310,"Wool, silk-worm cocoons",GR,process,ton,"GR-Wool, silk-worm cocoons"
6921,4976,Petroleum Refinery,PT,process,ton,PT-Petroleum Refinery
6922,5673,Production of electricity by nuclear,SI,process,TJ,SI-Production of electricity by nuclear
6923,7671,Post and telecommunications,WF,process,Meuro,WF-Post and telecommunications (64)
6924,972,"Waste water treatment, other",CA,process,ton,"CA-Waste water treatment, other"
6925,5062,Incineration of waste: Metals and Inert materials,PT,process,ton,PT-Incineration of waste: Metals and Inert materials
6926,6792,"Manufacture of cement, lime and plaster",GB,process,ton,"GB-Manufacture of cement, lime and plaster"
6927,7584,Processed rice,WF,process,ton,WF-Processed rice
6928,7345,"Insurance and pension funding, except compulsory social security",WL,process,Meuro,"WL-Insurance and pension funding, except compulsory social security (66)"
6929,343,"Manure treatment (conventional), storage and land application",BE,process,ton,"BE-Manure treatment (conventional), storage and land application"
6930,2897,Manufacture of gas;,IN,process,ton,IN-Manufacture of gas;
6931,5604,Mining of precious metal ores and concentrates,SI,process,ton,SI-Mining of precious metal ores and concentrates
6932,2594,Research and development,HU,process,Meuro,HU-Research and development (73)
6933,1185,Production of meat products nec,CY,process,ton,CY-Production of meat products nec
6934,149,"Composting of food waste, incl. land application",AU,process,ton,"AU-Composting of food waste, incl. land application"
6935,4684,Manufacture of furniture; manufacturing n.e.c.,NO,process,ton,NO-Manufacture of furniture; manufacturing n.e.c. (36)
6936,7045,Landfill of waste: Textiles,US,process,ton,US-Landfill of waste: Textiles
6937,7394,"Wool, silk-worm cocoons",WE,process,ton,"WE-Wool, silk-worm cocoons"
6938,2686,Chemicals nec,HR,process,ton,HR-Chemicals nec
6939,2330,Processing of meat cattle,GR,process,ton,GR-Processing of meat cattle
6940,5785,Manufacture of tobacco products,ZA,process,ton,ZA-Manufacture of tobacco products (16)
6941,4946,Mining of nickel ores and concentrates,PT,process,ton,PT-Mining of nickel ores and concentrates
6942,5217,Computer and related activities,RO,process,Meuro,RO-Computer and related activities (72)
6943,2358,Chemicals nec,GR,process,ton,GR-Chemicals nec
6944,5809,Re-processing of ash into clinker,ZA,process,ton,ZA-Re-processing of ash into clinker
6945,1906,Production of electricity by solar photovoltaic,FI,process,TJ,FI-Production of electricity by solar photovoltaic
6946,2287,Landfill of waste: Plastic,DE,process,ton,DE-Landfill of waste: Plastic
6947,1605,"Insurance and pension funding, except compulsory social security",DK,process,Meuro,"DK-Insurance and pension funding, except compulsory social security (66)"
6948,4553,Air transport,NL,process,Meuro,NL-Air transport (62)
6949,3011,Re-processing of secondary plastic into new plastic,ID,process,ton,ID-Re-processing of secondary plastic into new plastic
6950,4511,Casting of metals,NL,process,ton,NL-Casting of metals
6951,173,Pigs farming,AT,process,ton,AT-Pigs farming
6952,2671,Manufacture of wearing apparel; dressing and dyeing of fur,HR,process,ton,HR-Manufacture of wearing apparel; dressing and dyeing of fur (18)
6953,1181,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",CY,process,ton,"CY-Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
6954,2244,"Collection, purification and distribution of water",DE,process,Meuro,"DE-Collection, purification and distribution of water (41)"
6955,1688,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",EE,process,ton,"EE-Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
6956,5091,Cultivation of crops nec,RO,process,ton,RO-Cultivation of crops nec
6957,758,Production of electricity by solar photovoltaic,BG,process,TJ,BG-Production of electricity by solar photovoltaic
6958,3591,"Biogasification of paper, incl. land application",JP,process,ton,"JP-Biogasification of paper, incl. land application"
6959,4735,Incineration of waste: Textiles,NO,process,ton,NO-Incineration of waste: Textiles
6960,7090,Processing vegetable oils and fats,WA,process,ton,WA-Processing vegetable oils and fats
6961,3394,Re-processing of secondary construction material into aggregates,IT,process,ton,IT-Re-processing of secondary construction material into aggregates
6962,6726,Cultivation of cereal grains nec,GB,process,ton,GB-Cultivation of cereal grains nec
6963,4313,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",MX,process,ton,"MX-Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
6964,4755,Extra-territorial organizations and bodies,NO,process,Meuro,NO-Extra-territorial organizations and bodies
6965,584,Manufacture of furniture; manufacturing n.e.c.,BR,process,ton,BR-Manufacture of furniture; manufacturing n.e.c. (36)
6966,3716,Distribution and trade of electricity,LV,process,Meuro,LV-Distribution and trade of electricity
6967,1594,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",DK,process,Meuro,"DK-Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
6968,1895,Manufacture of other transport equipment,FI,process,Meuro,FI-Manufacture of other transport equipment (35)
6969,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AU,process,ton,"AU-Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
6970,2982,Mining of other non-ferrous metal ores and concentrates,ID,process,ton,ID-Mining of other non-ferrous metal ores and concentrates
6971,7268,Re-processing of secondary paper into new pulp,WL,process,ton,WL-Re-processing of secondary paper into new pulp
6972,1525,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",DK,process,ton,"DK-Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
6973,7485,Production of electricity by Geothermal,WE,process,TJ,WE-Production of electricity by Geothermal
6974,7009,Other land transport,US,process,Meuro,US-Other land transport
6975,4334,Manufacture of other non-metallic mineral products n.e.c.,MX,process,ton,MX-Manufacture of other non-metallic mineral products n.e.c.
6976,4533,Production of electricity by Geothermal,NL,process,TJ,NL-Production of electricity by Geothermal
6977,4809,Paper,PL,process,ton,PL-Paper
6978,3749,Incineration of waste: Plastic,LV,process,ton,LV-Incineration of waste: Plastic
6979,2789,Cultivation of wheat,IN,process,ton,IN-Cultivation of wheat
6980,5289,Sugar refining,RU,process,ton,RU-Sugar refining
6981,5680,"Production of electricity by tide, wave, ocean",SI,process,TJ,"SI-Production of electricity by tide, wave, ocean"
6982,670,"Wool, silk-worm cocoons",BG,process,ton,"BG-Wool, silk-worm cocoons"
6983,5807,"Manufacture of bricks, tiles and construction products, in baked clay",ZA,process,ton,"ZA-Manufacture of bricks, tiles and construction products, in baked clay"
6984,6823,Production of electricity by wind,GB,process,TJ,GB-Production of electricity by wind
6985,3742,Research and development,LV,process,Meuro,LV-Research and development (73)
6986,7388,Cattle farming,WE,process,ton,WE-Cattle farming
6987,4075,Incineration of waste: Food,LU,process,ton,LU-Incineration of waste: Food
6988,4912,Landfill of waste: Inert/metal/hazardous,PL,process,ton,PL-Landfill of waste: Inert/metal/hazardous
6989,6712,"Waste water treatment, other",TR,process,ton,"TR-Waste water treatment, other"
6990,915,Production of electricity by coal,CA,process,TJ,CA-Production of electricity by coal
6991,4352,"Manufacture of radio, television and communication equipment and apparatus",MX,process,ton,"MX-Manufacture of radio, television and communication equipment and apparatus (32)"
6992,6587,Mining of aluminium ores and concentrates,TR,process,ton,TR-Mining of aluminium ores and concentrates
6993,6111,Manufacture of beverages,ES,process,ton,ES-Manufacture of beverages
6994,6093,Mining of copper ores and concentrates,ES,process,ton,ES-Mining of copper ores and concentrates
6995,4880,Inland water transport,PL,process,Meuro,PL-Inland water transport
6996,3320,Processed rice,IT,process,ton,IT-Processed rice
6997,3990,"Publishing, printing and reproduction of recorded media",LU,process,ton,"LU-Publishing, printing and reproduction of recorded media (22)"
6998,7498,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",WE,process,Meuro,"WE-Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
6999,1370,"Plastics, basic",CZ,process,ton,"CZ-Plastics, basic"
7000,3177,P- and other fertiliser,IE,process,ton,IE-P- and other fertiliser
7001,6238,Cultivation of plant-based fibers,SE,process,ton,SE-Cultivation of plant-based fibers
7002,7310,Recycling of bottles by direct reuse,WL,process,ton,WL-Recycling of bottles by direct reuse
7003,1193,Manufacture of tobacco products,CY,process,ton,CY-Manufacture of tobacco products (16)
7004,2106,Health and social work,FR,process,Meuro,FR-Health and social work (85)
7005,5813,Precious metals production,ZA,process,ton,ZA-Precious metals production
7006,6155,Manufacture of electrical machinery and apparatus n.e.c.,ES,process,ton,ES-Manufacture of electrical machinery and apparatus n.e.c. (31)
7007,5155,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,RO,process,ton,RO-Manufacture of basic iron and steel and of ferro-alloys and first products thereof
7008,7798,"Manufacture of motor vehicles, trailers and semi-trailers",WM,process,Meuro,"WM-Manufacture of motor vehicles, trailers and semi-trailers (34)"
7009,179,"Manure treatment (conventional), storage and land application",AT,process,ton,"AT-Manure treatment (conventional), storage and land application"
7010,3424,Incineration of waste: Wood,IT,process,ton,IT-Incineration of waste: Wood
7011,3254,Health and social work,IE,process,Meuro,IE-Health and social work (85)
7012,7129,"Lead, zinc and tin production",WA,process,ton,"WA-Lead, zinc and tin production"
7013,5443,Quarrying of stone,SK,process,ton,SK-Quarrying of stone
7014,6745,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",GB,process,ton,"GB-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
7015,993,Pigs farming,CN,process,ton,CN-Pigs farming
7016,4846,"Manufacture of motor vehicles, trailers and semi-trailers",PL,process,Meuro,"PL-Manufacture of motor vehicles, trailers and semi-trailers (34)"
7017,4641,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",NO,process,ton,"NO-Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
7018,1543,"Manufacture of bricks, tiles and construction products, in baked clay",DK,process,ton,"DK-Manufacture of bricks, tiles and construction products, in baked clay"
7019,7582,Processing vegetable oils and fats,WF,process,ton,WF-Processing vegetable oils and fats
7020,6886,Private households with employed persons,GB,process,Meuro,GB-Private households with employed persons (95)
7021,5722,"Biogasification of food waste, incl. land application",SI,process,ton,"SI-Biogasification of food waste, incl. land application"
7022,3613,"Cultivation of sugar cane, sugar beet",LV,process,ton,"LV-Cultivation of sugar cane, sugar beet"
7023,349,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",BE,process,ton,"BE-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
7024,6616,Petroleum Refinery,TR,process,ton,TR-Petroleum Refinery
7025,3522,Re-processing of secondary lead into new lead,JP,process,ton,JP-Re-processing of secondary lead into new lead
7026,257,Recycling of waste and scrap,AT,process,Meuro,AT-Recycling of waste and scrap
7027,2092,Inland water transport,FR,process,Meuro,FR-Inland water transport
7028,4107,Cultivation of crops nec,MT,process,ton,MT-Cultivation of crops nec
7029,2579,Hotels and restaurants,HU,process,Meuro,HU-Hotels and restaurants (55)
7030,4981,P- and other fertiliser,PT,process,ton,PT-P- and other fertiliser
7031,6378,"Biogasification of food waste, incl. land application",SE,process,ton,"SE-Biogasification of food waste, incl. land application"
7032,6121,Paper,ES,process,ton,ES-Paper
7033,4723,Real estate activities,NO,process,Meuro,NO-Real estate activities (70)
7034,4097,Other service activities,LU,process,Meuro,LU-Other service activities (93)
7035,928,Distribution and trade of electricity,CA,process,Meuro,CA-Distribution and trade of electricity
7036,6048,Incineration of waste: Wood,KR,process,ton,KR-Incineration of waste: Wood
7037,7074,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",WA,process,ton,"WA-Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
7038,6192,Inland water transport,ES,process,Meuro,ES-Inland water transport
7039,2126,Landfill of waste: Wood,FR,process,ton,FR-Landfill of waste: Wood
7040,3362,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,IT,process,ton,IT-Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
7041,2569,Manufacture of gas;,HU,process,ton,HU-Manufacture of gas;
7042,7609,Re-processing of secondary glass into new glass,WF,process,ton,WF-Re-processing of secondary glass into new glass
7043,5754,"Wool, silk-worm cocoons",ZA,process,ton,"ZA-Wool, silk-worm cocoons"
7044,5871,Real estate activities,ZA,process,Meuro,ZA-Real estate activities (70)
7045,5561,"Composting of food waste, incl. land application",SK,process,ton,"SK-Composting of food waste, incl. land application"
7046,5647,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,SI,process,ton,SI-Manufacture of basic iron and steel and of ferro-alloys and first products thereof
7047,6888,Cultivation of paddy rice,US,process,ton,US-Cultivation of paddy rice
7048,3230,Re-processing of secondary construction material into aggregates,IE,process,ton,IE-Re-processing of secondary construction material into aggregates
7049,7236,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",WL,process,ton,"WL-Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
7050,4580,"Waste water treatment, other",NL,process,ton,"NL-Waste water treatment, other"
7051,6357,Air transport,SE,process,Meuro,SE-Air transport (62)
7052,4537,Manufacture of gas;,NL,process,ton,NL-Manufacture of gas;
7053,6753,"Mining of lead, zinc and tin ores and concentrates",GB,process,ton,"GB-Mining of lead, zinc and tin ores and concentrates"
7054,6749,Mining of copper ores and concentrates,GB,process,ton,GB-Mining of copper ores and concentrates
7055,780,Inland water transport,BG,process,Meuro,BG-Inland water transport
7056,6025,Other land transport,KR,process,Meuro,KR-Other land transport
7057,1482,Cultivation of plant-based fibers,DK,process,ton,DK-Cultivation of plant-based fibers
7058,4867,Steam and hot water supply,PL,process,TJ,PL-Steam and hot water supply
7059,1220,Re-processing of secondary steel into new steel,CY,process,ton,CY-Re-processing of secondary steel into new steel
7060,3040,"Manufacture of radio, television and communication equipment and apparatus",ID,process,ton,"ID-Manufacture of radio, television and communication equipment and apparatus (32)"
7061,1588,"Collection, purification and distribution of water",DK,process,Meuro,"DK-Collection, purification and distribution of water (41)"
7062,5400,"Waste water treatment, other",RU,process,ton,"RU-Waste water treatment, other"
7063,4431,"Cultivation of vegetables, fruit, nuts",NL,process,ton,"NL-Cultivation of vegetables, fruit, nuts"
7064,6906,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing",US,process,ton,"US-Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
7065,6158,"Manufacture of motor vehicles, trailers and semi-trailers",ES,process,Meuro,"ES-Manufacture of motor vehicles, trailers and semi-trailers (34)"
7066,3296,"Manure treatment (biogas), storage and land application",IT,process,ton,"IT-Manure treatment (biogas), storage and land application"
7067,5744,Cultivation of oil seeds,ZA,process,ton,ZA-Cultivation of oil seeds
7068,3155,Processing of dairy products,IE,process,ton,IE-Processing of dairy products
7069,4067,Real estate activities,LU,process,Meuro,LU-Real estate activities (70)
7070,2840,Re-processing of secondary paper into new pulp,IN,process,ton,IN-Re-processing of secondary paper into new pulp
7071,6597,Production of meat products nec,TR,process,ton,TR-Production of meat products nec
7072,6765,Sugar refining,GB,process,ton,GB-Sugar refining
7073,3252,Public administration and defence; compulsory social security,IE,process,Meuro,IE-Public administration and defence; compulsory social security (75)
7074,6510,Re-processing of secondary construction material into aggregates,CH,process,ton,CH-Re-processing of secondary construction material into aggregates
7075,3163,Manufacture of wearing apparel; dressing and dyeing of fur,IE,process,ton,IE-Manufacture of wearing apparel; dressing and dyeing of fur (18)
7076,7627,Casting of metals,WF,process,ton,WF-Casting of metals
7077,5565,Landfill of waste: Food,SK,process,ton,SK-Landfill of waste: Food
7078,5214,Activities auxiliary to financial intermediation,RO,process,Meuro,RO-Activities auxiliary to financial intermediation (67)
7079,7509,"Insurance and pension funding, except compulsory social security",WE,process,Meuro,"WE-Insurance and pension funding, except compulsory social security (66)"
7080,2550,"Manufacture of motor vehicles, trailers and semi-trailers",HU,process,Meuro,"HU-Manufacture of motor vehicles, trailers and semi-trailers (34)"
7081,3282,Cultivation of cereal grains nec,IT,process,ton,IT-Cultivation of cereal grains nec
7082,1430,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",CZ,process,Meuro,"CZ-Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
7083,7138,Manufacture of office machinery and computers,WA,process,ton,WA-Manufacture of office machinery and computers (30)
7084,3571,Post and telecommunications,JP,process,Meuro,JP-Post and telecommunications (64)
7085,5125,Sugar refining,RO,process,ton,RO-Sugar refining
7086,3197,Other non-ferrous metal production,IE,process,ton,IE-Other non-ferrous metal production
7087,480,"Waste water treatment, other",BE,process,ton,"BE-Waste water treatment, other"
7088,134,Research and development,AU,process,Meuro,AU-Research and development (73)
7089,4515,Manufacture of electrical machinery and apparatus n.e.c.,NL,process,ton,NL-Manufacture of electrical machinery and apparatus n.e.c. (31)
7090,3446,Cultivation of cereal grains nec,JP,process,ton,JP-Cultivation of cereal grains nec
7091,5564,"Waste water treatment, other",SK,process,ton,"SK-Waste water treatment, other"
7092,6233,Cultivation of wheat,SE,process,ton,SE-Cultivation of wheat
7093,4016,Re-processing of secondary copper into new copper,LU,process,ton,LU-Re-processing of secondary copper into new copper
7094,6719,Activities of membership organisation n.e.c.,TR,process,Meuro,TR-Activities of membership organisation n.e.c. (91)
7095,3111,Activities of membership organisation n.e.c.,ID,process,Meuro,ID-Activities of membership organisation n.e.c. (91)
7096,4969,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",PT,process,ton,"PT-Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
7097,5246,Private households with employed persons,RO,process,Meuro,RO-Private households with employed persons (95)
7098,7250,Processing of meat cattle,WL,process,ton,WL-Processing of meat cattle
7099,6003,Production of electricity by wind,KR,process,TJ,KR-Production of electricity by wind
7100,3516,Re-processing of secondary steel into new steel,JP,process,ton,JP-Re-processing of secondary steel into new steel
7101,6432,Processing of meat poultry,CH,process,ton,CH-Processing of meat poultry
7102,382,"Publishing, printing and reproduction of recorded media",BE,process,ton,"BE-Publishing, printing and reproduction of recorded media (22)"
7103,3399,Hotels and restaurants,IT,process,Meuro,IT-Hotels and restaurants (55)
7104,2508,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",HU,process,ton,"HU-Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
